id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33980606,"Rotterdam, City Centre",256583767,Huseyin,Kralingen-Crooswijk,Rubroek,51.92943,4.48984,Private room,109,1,81,2024-02-25,1.28,1,4,28,0599 2531 7C69 A494 9462
34081753,Bright and spacious multi-level apartment,6462386,Milou,Noord,Bergpolder,51.9334,4.46378,Entire home/apt,,2,27,2024-06-13,0.44,1,130,13,0599 9FBF 3EEC 7B62 24D5
34135133,Calypso at Centrum Rotterdam,1193642,Mesut,Rotterdam Centrum,Cool,51.92194,4.47181,Entire home/apt,,7,0,,,4,0,0,Exempt
34176722,Super Relaxed Rooftop and Upper-Living Appartment,21900516,Lee,Hillegersberg-Schiebroek,Schiebroek,51.94699,4.47067,Entire home/apt,260,2,19,2024-05-23,0.31,1,86,9,0599 2817 D26E D49A AE1F
34273736,Warm and spacious apartment,13147992,Johan,Noord,Bergpolder,51.93444,4.46237,Entire home/apt,,3,17,2023-02-24,0.32,1,0,0,0599 4C2B 3687 6D32 9B08
34333543,Entire condo in Rotterdam,239137427,Quinten,Delfshaven,Middelland,51.92023,4.46179,Entire home/apt,275,2,6,2020-08-16,0.10,1,175,0,0599 EAB3 CC33 8C88 B5A3
34730319,"Room in the heart of Rotterdam, Central Station",261945423,Maria,Noord,Blijdorp,51.92663,4.45864,Private room,85,1,28,2024-05-24,0.46,2,356,11,0599 73AE 4F31 4862 FEB3
34830480,"Rotterdam centre 10min, behind Eurovison song 2020",142786604,Cherelle,Charlois,Oud Charlois,51.89122,4.47169,Entire home/apt,500,1,13,2021-04-11,0.21,1,364,0,Exempt
34956707,Stijlvol appartement met dakterras (+ lieve kat),17047339,Britt,Noord,Provenierswijk,51.92629,4.46451,Entire home/apt,,2,5,2024-05-12,0.09,1,0,4,0599 5476 35DE 8BEC C67D
35051474,Uniek herenhuis met tuin in Kralingen,44945937,Thijs,Kralingen-Crooswijk,Kralingen Oost,51.92179,4.5112,Entire home/apt,250,6,3,2023-08-14,0.05,1,65,2,0599 5396 310A 8B03 2D16
35148753,Modern studio + two bicycles in cozy Liskwartier!,11481607,Rosanne,Noord,Liskwartier,51.93694,4.47628,Entire home/apt,97,2,183,2024-05-12,2.99,1,92,33,0599 0B2D A1A0 DEFB FDE9
35299007,Bright and Spacious 100 sqm Duplex in the city !,21759633,Jon,Delfshaven,Middelland,51.91345,4.46185,Entire home/apt,148,3,143,2024-05-23,2.35,1,20,35,0599 B9BF 61F9 1DBD 0C1B
35418970,Lovely Loft,29340357,Kick&Neda,Rotterdam Centrum,Cool,51.9152,4.47725,Entire home/apt,164,5,11,2023-07-10,0.18,17,63,2,0599 D07A DC85 05ED 88C8
35427627,Museum district with bars and restaurants,29340357,Kick&Neda,Rotterdam Centrum,Cool,51.91629,4.4777,Entire home/apt,132,5,6,2020-06-20,0.10,17,51,0,0599 AB42 B0B7 E601 729E
35573539,BEACH HOUSE Hoek van Holland JUST BEHIND THE DUNES,16412144,Aitor,Hoek van Holland,Strand en Duin,51.991773838470834,4.1246735118908635,Entire home/apt,157,6,35,2024-04-06,0.58,1,202,6,
35612033,Beach house de Zee Zoen,19421638,John En Marjolein,Hoek van Holland,Strand en Duin,51.98855,4.12617,Entire home/apt,,5,26,2023-10-06,0.43,1,0,4,
35660557,High-end apartment in authentic Rotterdam Blijdorp,268274945,Olaf,Noord,Bergpolder,51.93439,4.46177,Entire home/apt,116,5,11,2024-06-19,0.18,1,28,5,0599 B223 5D75 63AF 6119
35749988,City Center/Central Station 2 bathrm! (short stay),55812273,Yi Jen & Junyong,Rotterdam Centrum,Cool,51.91949790707502,4.472825695164963,Entire home/apt,,2,71,2023-10-04,1.16,1,0,6,0599 4F3F 78E5 5928 B08F
35778108,Great family house with lovely waterfront garden,259344736,Dyantha,Delfshaven,Tussendijken,51.911495208740234,4.4473958015441895,Entire home/apt,,14,4,2020-01-03,0.07,1,0,0,0599 495C EB74 24EE 769B
36096173,Amazing view +City center+ kids welcome,10132759,Carina,Rotterdam Centrum,Stadsdriehoek,51.91606,4.48846,Entire home/apt,136,5,40,2024-03-26,0.66,1,31,9,0599 5AD7 4510 EC75 2C7C
36196355,Zolderstudio in centrum Rotterdam,5869194,Esther,Delfshaven,Middelland,51.91397,4.46139,Entire home/apt,92,7,13,2024-06-12,0.22,1,223,3,0599 84BF B405 EA55 2E9F
36197237,Quiet and central: 90m2 apartment with garden,7706526,Sabine,Noord,Blijdorp,51.93074,4.45944,Entire home/apt,140,6,14,2024-05-10,0.23,1,37,4,0599 6132 2FC5 2F72 4230
36434180,"Light, spacious, art, green, central + 2 bikes",35491154,Don,Delfshaven,Nieuwe Westen,51.91151,4.45562,Entire home/apt,125,2,59,2024-05-19,0.99,1,20,12,0599 CFD8 ED39 6A78 00F9
36695249,Colourful appartment in a colourful neighbourhood,101923621,Lev,Kralingen-Crooswijk,Oud Crooswijk,51.93165,4.4932,Entire home/apt,,4,14,2022-09-10,0.24,1,0,0,0599 A7BC 2EC7 9DF3 44B8
36753153,Classic/modern apartment in Rotterdam North.,29125023,Tessa,Noord,Oude Noorden,51.93811,4.48147,Entire home/apt,,2,2,2020-02-19,0.04,1,0,0,0599 5842 AF6C 9F26 FB5C
36862952,Super Suite · Spacious and stylish downtown suite,503491020,The Social Hub,Kralingen-Crooswijk,Kralingen West,51.92233,4.50569,Private room,141,1,13,2023-12-26,0.22,1,251,2,Exempt
36961417,Amazing location - Modern designer apartment,102629640,Leonieke,Kralingen-Crooswijk,Kralingen West,51.93135,4.50677,Entire home/apt,175,7,30,2024-05-31,0.51,1,331,7,059988F327C368DC1941
36969920,"Spacious & private room, ensuite bathroom",195942032,Yu,Prins Alexander,Het Lage Land,51.94477,4.53959,Private room,71,4,6,2024-04-30,0.69,1,105,6,0599 4EB9 1E90 4C23 A2A7
37190448,City center 1 floor appartment,36769461,Chantal,Delfshaven,Middelland,51.91211,4.46297,Private room,111,3,58,2024-05-15,1.22,1,74,9,0599 4B70 3F22 D3EB 7FA2
37276071,Clean apartment in the best area of Rotterdam!,17970479,Ilse,Delfshaven,Middelland,51.91407,4.45883,Private room,,2,5,2020-02-16,0.08,2,0,0,0599 1B57 F258 7A6B 8D19
37278137,Cosy clean room in the best area of R'dam!,17970479,Ilse,Delfshaven,Middelland,51.913,4.45688,Private room,65,3,22,2022-07-10,0.37,2,51,0,0599 1B57 F258 7A6B 8D19
37393699,210M2  XL Loftstyle Dreamhouse in Rotterdam Centre,141648912,Marco,Delfshaven,Middelland,51.91283,4.46298,Entire home/apt,499,5,26,2023-10-01,0.44,1,174,2,05998A47F5DCF8F5D4A0
37673545,Spacious apartment in Rotterdam near city centre,21221226,Sabine,Noord,Blijdorp,51.9328,4.45748,Entire home/apt,,4,14,2022-07-21,0.24,1,0,0,0599 7062 3200 DEF8 28B3
37681336,Light spacious family house in quiet neighbourhood,11514046,Jort,Prins Alexander,Oosterflank,51.94255,4.558,Entire home/apt,,4,3,2022-08-01,0.05,1,0,0,0599 76F0 5A6C C144 2071
37927500,Boatapartment Animathor on top location (1-4p),7491912,Jeanette,Rotterdam Centrum,Stadsdriehoek,51.91887,4.49386,Entire home/apt,150,3,140,2024-06-09,2.43,1,245,24,0599150600CE834B08EB
38148657,Beletage,19894111,Arjen & Nathalie,Feijenoord,Hillesluis,51.89615,4.50969,Entire home/apt,78,2,113,2024-06-03,1.93,4,32,17,0599EA6CB84047FA222B
38201304,Spacious Room in Lively Neighbourhood Rotterdam,290273124,P.Ruis,Prins Alexander,Het Lage Land,51.94297,4.54458,Private room,,2,2,2021-07-27,0.03,1,0,0,0599 018B 01DD 737D 4D2A
38213645,Beautiful spacious house in Rotterdam near beach,42844205,Thirza,Prins Alexander,Nesselande,51.97275,4.58857,Entire home/apt,,1,11,2022-05-01,0.21,1,0,0,0599 8E9B 81B5 588A 99D3
38247286,Modern house with a garden in the heart of R'dam,5666926,Egle,Rotterdam Centrum,Oude Westen,51.91771,4.46912,Entire home/apt,300,5,7,2023-08-14,0.20,1,48,2,0599 1DD0 3129 7B03 2D59
38248482,luxurious apartment with garden near center,159480600,Pieter,Kralingen-Crooswijk,Kralingen West,51.92425,4.50339,Entire home/apt,1999,12,21,2022-09-09,0.36,1,365,0,0599 72DD E355 7C91 240C
38251530,Appartment with Garden(s) nearby CS & Centre,73221649,Joke,Noord,Blijdorp,51.92737,4.46204,Entire home/apt,,2,0,,,1,0,0,0599 C4FE 4C88 AECD FCB8
38260467,Luxury penthouse downtown,2794650,Sven,Rotterdam Centrum,Cool,51.91899,4.47361,Entire home/apt,230,4,0,,,1,87,0,0599 8B84 BC94 7171 FF2C
38285419,"Space, comfort, not far from City, Stadium, Ahoy",291034859,Han,Feijenoord,Hillesluis,51.89581,4.50948,Entire home/apt,120,3,42,2024-06-10,0.73,1,177,10,0599 E03E 693F 7039 0C4A
38337851,Luxurious Harbour Loft,291733004,Hans,Kralingen-Crooswijk,Kralingen West,51.92334,4.49831,Entire home/apt,235,2,33,2024-06-20,2.01,3,235,24,Exempt
38370522,Net appartement met uitzicht over Rotterdam- Zuid!,26237249,Joan,Feijenoord,Vreewijk,51.88643,4.49261,Entire home/apt,180,3,2,2022-07-11,0.04,2,1,0,0599 DF33 8E64 798F D623
38430175,Beautiful apartment near central train station,102386191,Ron,Noord,Blijdorp,51.93155,4.46355,Entire home/apt,,4,7,2022-04-23,0.12,1,0,0,0599 FACB 21E9 C1EC 0B7D
38447005,Very spacious and bright 3-room apartment,60622866,Fleur,Kralingen-Crooswijk,Struisenburg,51.91976,4.51212,Entire home/apt,125,3,0,,,1,297,0,0599 EDDE C39A 5417 DC59
38452475,"Stylish and spacious 4 person appartment, 95m2",75377335,Leonie,Noord,Blijdorp,51.92928,4.45488,Entire home/apt,,5,3,2020-08-18,0.05,1,0,0,0599 9B42 A492 E571 5C06
38454157,Luxurious Apartment | Modern Area | Skyline View,19526149,Bram,Delfshaven,Schiemond,51.90389,4.45816,Entire home/apt,,2,26,2024-06-08,1.02,1,0,12,0599 5942 0DCA 2625 E161
38459060,Stadswoning midden in Rotterdam!,302893992,Michiel,Rotterdam Centrum,Cool,51.91299,4.47926,Entire home/apt,174,2,25,2023-10-22,0.46,11,12,7,05991BB5CE40E4352D13
38658322,Good Vibes 🇳🇱 Appartement met prachtig uitzicht!,26237249,Joan,Feijenoord,Vreewijk,51.8883,4.49398,Entire home/apt,195,3,4,2023-08-26,0.17,2,141,2,0599 DF33 8E64 798F D623
38698296,Rustig gelegen appartement dichtbij het centrum,18305242,Tyske,Noord,Blijdorp,51.93246,4.45862,Entire home/apt,90,2,27,2024-06-14,0.47,1,23,10,0599 2A19 6803 29B5 868B
38721240,Cosy '30's house near Rotterdam city centre,13120541,Mandy,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94230297808303,4.471486667064513,Entire home/apt,,4,14,2023-09-02,0.26,1,0,4,0599 0C74 A718 9B7E 3BAF
38724874,Luxurious apartment in Rotterdam City Center,74420731,Roderick,Noord,Blijdorp,51.9286,4.46065,Entire home/apt,130,2,5,2024-05-19,0.15,1,3,2,0599 4293 9E5D 6B44 6329
38768481,Beautiful apartment + garden close to city centre,45623464,Jozien,Noord,Blijdorp,51.93019,4.46018,Entire home/apt,110,6,16,2024-06-09,0.28,1,20,3,0599 E676 6F00 5885 E8D1
38795006,Ruime gerenoveerde kamer met privé dakterras.,28455159,Amber,Prins Alexander,Prinsenland,51.93142,4.5414,Private room,46,60,0,,,1,64,0,0599 C2EF 9BB5 8B56 ABC2
38798435,"2 large bedrooms in beautiful, spacious townhouse",46875452,Ruurd En Willemijn,Hillegersberg-Schiebroek,Schiebroek,51.94658,4.46886,Entire home/apt,225,4,8,2023-07-31,0.30,1,257,2,0599 6111 3008 8B16 9EA4
38817825,0,109593993,Anton,Hoogvliet,Hoogvliet Noord,51.86589,4.368,Private room,,1,0,,,1,0,0,
38846140,Cosy & stylish small bedroom,12120452,Lena,Charlois,Carnisse,51.89108,4.47665,Private room,78,1,41,2024-06-13,0.79,1,148,15,0599 86EE 9670 EF20 B7A8
38917999,Apartment - Rotterdam City Centre - de Meent,44771883,Simone,Rotterdam Centrum,Stadsdriehoek,51.92397,4.48539,Entire home/apt,108,5,90,2024-05-29,1.60,1,97,22,0599 3EB3 9D46 38D9 9D95
38979425,"Beautiful, spacious, romantic loft with a view",267661592,Sjoerdtje,Feijenoord,Katendrecht,51.90219,4.48687,Entire home/apt,114,2,64,2024-05-20,1.56,1,89,12,0599 8E55 B62D 7C5E 87A2
39079436,Cosy house in Rotterdam,21478611,Esmee,Kralingen-Crooswijk,Kralingen West,51.92461,4.50626,Entire home/apt,129,4,23,2024-05-05,0.75,1,31,3,0599 59DB 83D6 6482 CF54
39116219,The old milk factory,261632928,Leonardus,IJsselmonde,Oud IJsselmonde,51.89877154804209,4.543659187775063,Entire home/apt,39,1,235,2024-06-22,4.17,1,6,60,0599 0FE4 E096 F598 3A7E
39245552,Room with tree top view and private bathroom,3540844,Astrid,Delfshaven,Nieuwe Westen,51.91466,4.44914,Private room,101,2,52,2024-05-25,0.92,1,56,20,0599 3910 7E29 7A7F 6687
39325007,Comfy and modern apartment in the city centre,24136730,Wiwine,Rotterdam Centrum,Stadsdriehoek,51.92309,4.48406,Entire home/apt,,3,23,2022-08-31,0.42,1,0,0,0599 A024 B6C3 3D18 5257
39348102,Cozy room near to Central Station,261945423,Maria,Rotterdam Centrum,Cs Kwartier,51.9253,4.47667,Private room,71,1,29,2024-05-22,0.51,2,350,15,0599 73AE 4F31 4862 FEB3
39355132,Huge 300m2 river side design apartment,3574295,Melle,Rotterdam Centrum,Dijkzigt,51.90911,4.45968,Entire home/apt,364,3,5,2022-06-11,0.13,2,47,0,0599 57AE 723F EBOC 6BD4
39390172,Corner Suite with whirlpool,9244807,Edwin,Feijenoord,Kop van Zuid - Entrepot,51.91008,4.49717,Private room,383,2,1,2021-11-09,0.03,2,321,0,0599 6838 60C3 082C AC4E
39404486,Modern decorated house in Rotterdam,293141100,Marianne,Prins Alexander,Ommoord,51.95841,4.54075,Entire home/apt,,7,9,2023-05-16,0.19,1,0,0,0599 E1D8 8435 C47D BEBO
39460821,Cosy apartment with a nice garden.,29437235,Alon,Charlois,Oud Charlois,51.88985734757603,4.467450328586403,Entire home/apt,,3,16,2024-02-25,0.28,1,0,4,0599 27D7 CB05 C3F6 ECF8
39630124,Whole apartment in Rotterdam. FREE parking!,25623759,"Stefanie, Brigitte, Samantha",Prins Alexander,Het Lage Land,51.9436,4.54835,Entire home/apt,,2,41,2023-02-04,0.73,1,0,0,0599 54F9 CFCA E641 BAB8
39737914,Quite and spacious place in the heart of the city,11634203,Kim,Noord,Oude Noorden,51.92571,4.48132,Entire home/apt,,28,7,2024-05-12,0.28,1,0,2,0599 127F 0BB9 A84E C716
39777784,2 slaapkamers met toilet en gedeelde badkamer.,10495576,Milko,Feijenoord,Bloemhof,51.89296,4.50539,Private room,,1,3,2020-01-24,0.05,1,0,0,0599 B394 DBEC 9C77 F42A
39814691,Apartment in centre of Rotterdam,55933461,Shirley,Rotterdam Centrum,Stadsdriehoek,51.92477,4.48563,Entire home/apt,,3,12,2023-10-15,0.49,1,0,3,0599 D5B4 D8D7 4695 39A3
39878082,Luxury apartment Markthal Rotterdam city,7398149,Cindy,Rotterdam Centrum,Stadsdriehoek,51.92068,4.48576,Entire home/apt,285,2,20,2024-06-16,1.89,1,143,20,0599 C205 FAA2 D966 7C3C
39939048,Amazing palace along canal Rotterdam!,167266857,Art-Jan,Delfshaven,Nieuwe Westen,51.9105029892841,4.449659501113281,Entire home/apt,193,2,26,2024-05-31,2.08,1,203,23,0599 451F 3886 9FFB 45FE
40005900,Beautiful design apartment in Katendrecht,18343619,Jeroen,Feijenoord,Katendrecht,51.90193,4.48366,Entire home/apt,,2,61,2024-04-04,1.13,1,0,9,0599 1DA4 1136 8D95 BB2B
40080578,Spacious private room in trendy loft,210722405,Jolie,Delfshaven,Schiemond,51.90229,4.45974,Private room,84,1,133,2024-06-09,2.85,2,28,15,0599 38BF 3471 46AC 8B56
40193777,Roomy city centre Apt with views,6920616,Onno And Rinske,Rotterdam Centrum,Cs Kwartier,51.92435,4.47673,Entire home/apt,120,21,49,2024-05-30,0.88,1,150,6,0599 3DFC 66A7 3FD4 0801
40248613,Unique Cube House in heart of Rotterdam! Room 2,20463572,Mirjam,Rotterdam Centrum,Stadsdriehoek,51.91984,4.48939,Private room,36,90,30,2024-06-07,0.54,4,91,1,0599 88A0 BEAF 89B5 61B2
40279473,Private Bedroom in Beautiful City Center Apartment,37653390,Mateus,Kralingen-Crooswijk,Rubroek,51.9258,4.4886,Private room,,3,3,2022-08-23,0.06,1,0,0,0599 826C D4DB 882F BF5D
40357685,Beautifull design home in the heart of R'dam,37986728,Silas,Feijenoord,Feijenoord,51.91272,4.50506,Entire home/apt,185,2,1,2020-01-01,0.02,1,354,0,0599341E58AD7C4705CB
40529691,Comfy & compact apartment near city centre,36559029,Louise & Maarten,Delfshaven,Spangen,51.91674,4.43882,Entire home/apt,,2,1,2020-08-05,0.02,1,0,0,0599 16D8 D03B 4F30 5619
40565205,Quiet newly renovated flat near the city center,314322328,Christos,Noord,Blijdorp,51.93517,4.45937,Entire home/apt,117,5,0,,,1,103,0,0599 DCB3 AFEE 02A6 D133
40600417,Luxurious Central Studio in Monumental Warehouse,15238776,Bas,Rotterdam Centrum,Nieuwe Werk,51.90622,4.4767,Entire home/apt,,2,162,2023-05-10,3.31,1,0,0,0599 2CCF 0FA1 CB23 6A7A
40727242,Attic retro floor in Rotterdam Zuid/Ahoy,24482474,Laïla,Charlois,Oud Charlois,51.8937,4.46933,Entire home/apt,79,12,8,2024-06-04,0.53,2,334,3,0599 1133 1924 5FC4 881D
40835614,"Nice apartment 100m2,  ideally located",94514520,Ellen,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94549,4.47127,Entire home/apt,130,2,38,2024-06-12,1.05,1,90,11,0599 FD42 7162 5D9B B6F2
40859743,Perfectly located Rotterdam apartment in Blijdorp,12485459,Kiki,Noord,Bergpolder,51.935648651415306,4.462154398653049,Entire home/apt,105,4,19,2024-06-14,0.38,1,10,11,0599 60E8 F469 B799 22CA
41131153,Groot appartement in historisch Oud-Charlois,145828807,Joni,Charlois,Oud Charlois,51.89173,4.4667,Entire home/apt,99,2,49,2023-08-20,0.94,1,142,6,059923AFC1059A4586DA
41149856,Beautiful renovated house close to the city centre,173705970,Noud,Noord,Liskwartier,51.93905,4.47115,Entire home/apt,144,2,26,2024-05-19,1.29,1,29,12,0599 E682 84B4 F965 2AC7
41208733,Spacious and modern apartment near city centre.,38580299,Joppe,Delfshaven,Spangen,51.91462,4.43607,Entire home/apt,,2,12,2023-08-20,0.25,1,0,1,0599 F1FF 7C1C 61D8 95A1
41236928,Beautiful big house with lake view,4053258,Jaap,Kralingen-Crooswijk,Kralingse Bos,51.9285,4.51656,Entire home/apt,350,5,0,,,1,19,0,0599 6E38 05F6 1F59 B6A2
41293802,Waterfront loft with City and Port view Rotterdam!,7432981,Antonio,Delfshaven,Schiemond,51.90417,4.45871,Entire home/apt,121,3,109,2024-06-13,2.05,1,78,54,059915D53F04EDA778A5
41453457,"Ruime, moderne woning met tuin in noord",326207345,Els,Noord,Oude Noorden,51.93397,4.48167,Entire home/apt,128,4,12,2024-05-11,0.23,1,56,5,0599C97E8EFEA00F0B4C
41474507,"City, River & Comfort: Home with a Nordic Flair",14650853,Revathi,Feijenoord,Feijenoord,51.913983241337,4.503878499972627,Entire home/apt,251,2,26,2024-06-23,0.49,1,26,20,0599 0BCA 1696 D9CF 5923
41489552,"Charming, comfortable house close to citycentre.",10883584,Krista,Noord,Oude Noorden,51.93836,4.48069,Entire home/apt,250,2,8,2024-04-14,0.24,1,244,3,0599 ECC4 287A DA56 8EF9
41601107,Private Room Nearby Ahoy and Downtown located,18903641,Shu,Feijenoord,Bloemhof,51.89111,4.50115,Private room,,5,39,2023-04-22,0.73,4,0,0,0599 4660 F05D C378 BE28
41640383,Verblijf tijdens Eurovision Songfestival!,328479297,Sebas,Hoogvliet,Hoogvliet Zuid,51.85616,4.35223,Entire home/apt,,1,0,,,1,0,0,
41653069,Central located appartment with garden,9381499,Wim,Noord,Blijdorp,51.93253,4.45794,Entire home/apt,96,3,26,2024-06-02,1.22,1,10,18,0599 33EC 25EB 2D2F A0FA
41764206,"House in center: 2 bathrooms, roof terrace, garden",45441966,Martine,Rotterdam Centrum,Oude Westen,51.9188,4.46432,Entire home/apt,272,2,12,2023-08-02,0.45,3,24,1,0599 6307 016F 2136 8279
41831638,Popeye's Cabin @ De Coaster,436284753,Wikkelboat,Rotterdam Centrum,Stadsdriehoek,51.91891,4.4867,Private room,209,1,51,2024-06-14,1.06,11,148,15,0599 3828 DC90 C9F5 D984
41832996,"Olive's Cabin @ De Coaster, Maritiem District",436284753,Wikkelboat,Rotterdam Centrum,Stadsdriehoek,51.91683,4.48672,Private room,214,1,60,2024-05-15,1.19,11,155,10,0599 3828 DC90 C9F5 D984
41945192,Lovely place in north Rotterdam for yourself,115006545,Erwin,Noord,Oude Noorden,51.93383,4.48594,Entire home/apt,,8,1,2020-03-06,0.02,1,0,0,0599 AD4C 135C AA7B 2847
41968585,Private Room Nearby Ahoy and Downtown located,18903641,Shu,Feijenoord,Bloemhof,51.89061,4.49984,Private room,,5,33,2023-01-15,0.83,4,0,0,0599 4660 F05D C378 BE28
41971600,Apartment next to de Kuip & near the city center,243051244,Rowin,IJsselmonde,Oud IJsselmonde,51.89711,4.52315,Entire home/apt,390,4,0,,,1,174,0,0599 1479 2F87 2577 FEF8
41983276,"Kaappark, bright parkview apartment.",34085173,Niels,Feijenoord,Katendrecht,51.89922,4.48288,Entire home/apt,82,2,159,2024-06-23,3.01,1,34,57,0599 342F 7865 6598 DD68
41992082,Rotterdam centre skyline appartment,3758857,Emilie / Kris,Noord,Blijdorp,51.92794,4.45696,Entire home/apt,450,3,10,2023-08-27,0.22,1,296,3,0599 B36A 5EF8 A181 03D7
42030206,Kid friendly design home near city centre - 131 m2,2569929,Pepijn,Kralingen-Crooswijk,Struisenburg,51.91970969354553,4.513713179994929,Entire home/apt,220,2,6,2023-08-02,0.11,1,8,1,0599 C931 07E0 3EC6 11DC
42032640,Beautiful Apt with VIEW citycenter FREE park,333111117,Mike,Rotterdam Centrum,Stadsdriehoek,51.91639,4.48886,Entire home/apt,191,1,209,2024-04-22,4.00,1,281,18,Exempt
42106740,Bright & Comfy Apartment with Spacious Garden,302893992,Michiel,Noord,Bergpolder,51.9374,4.46656,Entire home/apt,,2,27,2024-05-15,0.56,11,0,9,0599 2747 C9AE B373 D58E
42123641,Cozy family house in Rotterdam,9450047,Uchi,Hillegersberg-Schiebroek,Molenlaankwartier,51.95873780868813,4.5078275343933205,Entire home/apt,235,2,0,,,1,260,0,0599 1C19 DCCB D5E8 7E9B
42152127,1st floor apartment,334480302,Jeroen,Noord,Blijdorp,51.9346,4.45993,Entire home/apt,,3,3,2022-08-08,0.13,1,0,0,0599 F587 99FE DA22 0430
42174495,Large & Bright Cozy Beach Townhome,1733409,Whitney,Hoek van Holland,Strand en Duin,51.99131,4.13515,Entire home/apt,183,4,71,2024-06-03,1.47,1,161,15,
42319729,City center apartment,6810047,Michael,Rotterdam Centrum,Stadsdriehoek,51.92358,4.491405,Entire home/apt,,1,9,2022-09-22,0.36,1,0,0,0599 C68D 66CB 4DC8 A6A8
42331022,Sfeervol jaren 20 huis met tuin nabij het centrum,80655295,Roel,Delfshaven,Nieuwe Westen,51.91829,4.45164,Entire home/apt,220,3,12,2024-05-03,0.52,1,17,6,0599 F52A 682B 5500 2DBA
42357791,Nature & city life. Your vacation & home office,17810764,Han,Noord,Blijdorp,51.93445,4.45585,Entire home/apt,,2,11,2022-12-21,0.21,1,0,0,0599 7359 E7E2 0D96 F961
42410280,"Knus Tinyhouse in R’dam, dichtbij het centrum!",15855950,Carola,Prins Alexander,'s-Gravenland,51.92399,4.56157,Entire home/apt,145,2,8,2024-06-08,0.54,1,258,7,0599 5080 5F4E 3DD5 2713
42642187,Authentic dyke house in Old Charlois,292824910,Ate,Charlois,Oud Charlois,51.89377,4.46617,Entire home/apt,,3,8,2021-09-30,0.16,1,0,0,0599 1748 4F6A 3B54 2B85
42658596,Spacious & Modern Apartment with Garden,302893992,Michiel,Noord,Bergpolder,51.93325,4.46736,Entire home/apt,126,2,23,2024-05-11,0.47,11,21,5,0599 ECF2 FC7B F37A 75F7
42729279,Stylish Private Home in Prime Rotterdam,20218342,Linde,Noord,Provenierswijk,51.92593,4.46787,Entire home/apt,,2,15,2024-01-29,0.88,1,0,2,0599 D88D 5124 A773 9BBE
42735350,Authentic 30's house in the South of Rotterdam,1490519,Anne Maike,Charlois,Tarwewijk,51.89309,4.48297,Entire home/apt,120,2,74,2024-06-16,1.56,1,23,16,0599 644F 388D 1915 7CE6
42806693,Studio with private entrance and balcony!,18138978,Jacco,Noord,Bergpolder,51.93727,4.4671,Private room,87,2,183,2024-06-02,3.72,1,101,41,0599 D774 49C9 A75D FA20
42902571,Modern | Luxurious bathroom |  baby bed | Plants,302893992,Michiel,Noord,Oude Noorden,51.93256,4.47818,Entire home/apt,,2,21,2023-07-28,0.43,11,0,3,0599 8900 5FC9 F65E 817B
43019391,Studio Staccato,18318789,Peter,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94478,4.47996,Entire home/apt,105,1,13,2024-06-24,3.61,1,256,13,0599 B0B6 C2B3 3BE2 3AB1
43053313,Dutch River Family Cottage,269746771,Sherry,Hillegersberg-Schiebroek,Terbregge,51.95695,4.51894,Entire home/apt,148,4,71,2024-05-27,1.47,1,48,13,0599 608A 6C6C 8954 8AE7
43058542,Serene Apartment in City Centre,342758755,D,Rotterdam Centrum,Cs Kwartier,51.92372,4.45793,Entire home/apt,,3,45,2023-04-30,0.88,1,0,0,0599 231F F8E0 048A 1E9E
43129921,Double Trouble,340185211,Supernova Hotel,Rotterdam Centrum,Oude Westen,51.91742,4.46429,Private room,216,1,6,2024-04-14,0.18,8,350,3,Exempt
43129940,Double Trouble +,340185211,Supernova Hotel,Rotterdam Centrum,Oude Westen,51.91685,4.46346,Private room,221,1,59,2024-04-30,1.24,8,350,8,Exempt
43129977,Quadruple Room,340185211,Supernova Hotel,Rotterdam Centrum,Oude Westen,51.91689,4.46282,Private room,311,1,18,2024-05-25,0.38,8,326,5,Exempt
43130019,Superior room with balcony,340185211,Supernova Hotel,Delfshaven,Middelland,51.91721,4.46202,Private room,226,1,34,2024-06-17,0.72,8,330,18,Exempt
43130041,Super Deluxe,340185211,Supernova Hotel,Rotterdam Centrum,Oude Westen,51.91725,4.46429,Private room,241,1,1,2020-07-26,0.02,8,355,0,Exempt
43130049,Super Standard,340185211,Supernova Hotel,Rotterdam Centrum,Oude Westen,51.91762,4.46356,Private room,201,1,27,2024-05-03,0.56,8,334,6,Exempt
43130067,Triple Room,340185211,Supernova Hotel,Delfshaven,Middelland,51.91603,4.46268,Private room,266,1,17,2023-11-24,0.35,8,281,1,Exempt
43130096,Urban Oasis with terrace,340185211,Supernova Hotel,Rotterdam Centrum,Oude Westen,51.91762,4.46342,Private room,241,1,29,2024-05-25,0.61,8,347,3,Exempt
43422167,Central garden apartment on a lush boulevard.,19998362,Tomas,Noord,Provenierswijk,51.92915,4.46761,Entire home/apt,,4,3,2023-06-18,0.21,1,0,0,0599 89C3 2ED8 56CE F2E3
