id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50219873,https://www.airbnb.com/rooms/50219873,20240625175556,2024-06-25,city scrape,Cosy & quiet apartment in the heart of Rotterdam,,,https://a0.muscache.com/pictures/79383fee-9366-4318-a21c-f871cbdd4fb7.jpg,14682240,https://www.airbnb.com/users/show/14682240,Loredana,2014-04-24,"Rotterdam, Netherlands","",within an hour,100%,90%,f,https://a0.muscache.com/im/pictures/user/dae030f3-ed86-497f-aab5-fb4e19b0410d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dae030f3-ed86-497f-aab5-fb4e19b0410d.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Cool,Rotterdam Centrum,51.92049,4.47613,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Private hot tub"", ""Hot water"", ""Kitchen"", ""Smoke alarm"", ""Private entrance"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Iron""]",$293.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,16,43,63,101,2024-06-25,25,6,0,2021-10-11,2024-05-23,4.8,4.84,4.76,4.84,4.96,5.0,4.8,0599 823C 85D2 7EF1 8C6C,f,1,1,0,0,0.76
50243114,https://www.airbnb.com/rooms/50243114,20240625175556,2024-06-25,city scrape,Skyline view apartment in Blijdorp,"Skyline alert! Furnished 3 bedroom apartment on the top floor of Stadhoudersplein free. The view from the living room and balcony are breathtaking. The house is finished to a high standard, wonderfully bright and is furnished with contemporary comfort. Located in one of Rotterdam's most charming neighborhoods, within walking distance of the Centraal Station, Metro Blijdorp and within cycling distance of the center and Erasmus MC. The location is very convenient to the southwest.",,https://a0.muscache.com/pictures/miso/Hosting-50243114/original/d5846687-704a-4c2a-9163-9d9a8a56ca4d.jpeg,15340056,https://www.airbnb.com/users/show/15340056,Ruud,2014-05-10,,"",within an hour,100%,86%,f,https://a0.muscache.com/im/users/15340056/profile_pic/1441053177/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/15340056/profile_pic/1441053177/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Blijdorp,Noord,51.93237,4.46221,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,2,2,"[""Coffee maker"", ""Private patio or balcony"", ""Washer"", ""Paid street parking off premises"", ""Central heating"", ""Hot water"", ""Refrigerator"", ""Cleaning products"", ""Dining table"", ""Outdoor dining area"", ""Crib"", ""Carbon monoxide alarm"", ""Kitchen"", ""Body soap"", ""Smoke alarm"", ""Freezer"", ""Essentials"", ""Dedicated workspace"", ""Clothing storage: closet, wardrobe, and dresser"", ""Wine glasses"", ""Dishes and silverware"", ""Elevator"", ""Cooking basics"", ""Wifi"", ""TV"", ""Shower gel"", ""Outdoor furniture"", ""Bed linens"", ""Microwave"", ""Stove"", ""Shampoo"", ""Dishwasher"", ""Oven"", ""High chair""]",$116.00,1,365,1,27,365,500,7.0,380.1,,t,24,54,84,92,2024-06-25,46,14,0,2021-06-28,2024-04-01,4.43,4.61,4.26,4.85,4.76,4.91,4.37,0599 4E11 8E7E 8C6E C215,f,2,2,0,0,1.26
50279381,https://www.airbnb.com/rooms/50279381,20240625175556,2024-06-25,city scrape,"Gezellig appartement Rotterdam Noord, Blijdorp","Apartment in the nicest neighborhood of Rotterdam! <br />Bergpolder, between Blijdorp and the Oude Noorden, is an up-and-coming and cozy neighborhood. Within 5-10 minutes by bike you are in the city center.<br /><br />In the neighborhood you have a supermarket and nice places to drink (Tines, Nice) or cozy shops (Wijn Bij Henk, Pleur).<br />For more tips, you can always contact us.<br /><br />Rotterdam Central is a 10-minute walk, Blijdorp station is only 2 minutes away.",,https://a0.muscache.com/pictures/miso/Hosting-50279381/original/1e4bc995-53c7-45b2-aea5-852d4d58f36d.jpeg,52848497,https://www.airbnb.com/users/show/52848497,Koen,2015-12-31,"Rotterdam, Netherlands","",within a few hours,100%,67%,f,https://a0.muscache.com/im/pictures/user/User-52848497/original/b543f0ea-6b9c-46bc-94d5-54dd30b2960b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-52848497/original/b543f0ea-6b9c-46bc-94d5-54dd30b2960b.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Blijdorp,Noord,51.9318289,4.4591698,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Washer"", ""Piano"", ""Kitchen"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Dedicated workspace"", ""Paid parking on premises"", ""Iron""]",$106.00,3,365,3,7,365,365,3.5,365.0,,t,0,0,0,51,2024-06-25,3,3,0,2024-04-14,2024-04-26,4.67,5.0,4.33,5.0,5.0,5.0,5.0,0599 6048 63A7 6F02 9B25,f,1,1,0,0,1.23
50285307,https://www.airbnb.com/rooms/50285307,20240625175556,2024-06-25,city scrape,Garden side studio,The studio is located at the souterrain of the building. It has own privé garden at the sunny side.,The studio is located at the lively shopping street. Supermarket is at 150 meters distance from house. It's open from 7.00 till 22.00. Tramstop is at 1 min walk from house.,https://a0.muscache.com/pictures/7cbcc9fd-810a-4ca0-975e-f054cda4fbb9.jpg,19894111,https://www.airbnb.com/users/show/19894111,Arjen & Nathalie,2014-08-12,"Rotterdam, Netherlands","",within an hour,100%,99%,f,https://a0.muscache.com/im/users/19894111/profile_pic/1410365488/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19894111/profile_pic/1410365488/original.jpg?aki_policy=profile_x_medium,,7,8,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Hillesluis,Feijenoord,51.89601,4.509,Entire loft,Entire home/apt,2,1.0,1 bath,0,1,"[""Central heating"", ""Hot water"", ""Refrigerator"", ""Cleaning products"", ""Dining table"", ""Outdoor dining area"", ""Fire extinguisher"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Kitchen"", ""Body soap"", ""Smoke alarm"", ""Portable fans"", ""Extra pillows and blankets"", ""Essentials"", ""Long term stays allowed"", ""Private backyard \u2013 Fully fenced"", ""Baking sheet"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""TV"", ""Hangers"", ""Indoor fireplace: wood-burning"", ""First aid kit"", ""Outdoor furniture"", ""Room-darkening shades"", ""Bed linens"", ""Microwave"", ""Coffee"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Coffee maker: drip coffee maker""]",$75.00,2,60,1,2,1125,1125,2.0,1125.0,,t,10,16,37,37,2024-06-25,130,49,2,2021-06-27,2024-06-09,4.72,4.84,4.6,4.91,4.91,4.47,4.66,0599EA6CB84047FA222B,f,4,4,0,0,3.56
50361669,https://www.airbnb.com/rooms/50361669,20240625175556,2024-06-25,previous scrape,Luxury Apartment for cat people,"The apartment has a modern kitchen, bathroom, home cinema, sauna and luxurious bed. Located on the third floor (no elevator) with two balconies and many windows, you can enjoy natural light and skies but can block it out almost completely with the shutters. An office, including a dedicated workspace, doubles as a baby changing / playing room. All essential amenities for babies are present. A park, playgrounds, shops, cafes, and restaurants are nearby. Note: Our cat also stays in the apartment.","The beautiful Heemraadssingel and park is just around the corner to picknick or do your runs. The Middellandplein area features an excellent pizzeria, ice cream store and multiple coffee bars.",https://a0.muscache.com/pictures/hosting/Hosting-50361669/original/d89f878c-c4f7-40e1-906b-00dab4b2737e.jpeg,3777146,https://www.airbnb.com/users/show/3777146,Gaspard,2012-10-06,"Rotterdam, Netherlands","As a child I once read about Leonardo Davinci and the homo universalis. This concept has stayed with me for the rest of my life. I will always be an inventor, artist, engineer, philosopher, musician and entrepreneur. I have an open mind, like to learn about things by experiencing them first-hand and love foreign cultures.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/22653817-5d0a-459d-8bc2-6e9388c5fbdc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/22653817-5d0a-459d-8bc2-6e9388c5fbdc.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Middelland,Delfshaven,51.91742,4.45691,Entire condo,Entire home/apt,4,,1 bath,1,,"[""Private sauna"", ""Air conditioning"", ""City skyline view"", ""Hot water kettle"", ""Central heating"", ""Conditioner"", ""Hot water"", ""Blender"", ""Refrigerator"", ""Drying rack for clothing"", ""Cleaning products"", ""Ethernet connection"", ""Canal view"", ""Paid parking on premises"", ""Dining table"", ""Oven"", ""Fire extinguisher"", ""Game console"", ""Exercise equipment: free weights, treadmill"", ""Crib"", ""Children\u2019s dinnerware"", ""Carbon monoxide alarm"", ""Children's playroom"", ""Clothing storage: walk-in closet"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Portable fans"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Essentials"", ""Kitchen"", ""Dedicated workspace"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Baking sheet"", ""Wine glasses"", ""Books and reading material"", ""Ceiling fan"", ""Patio or balcony"", ""Dishes and silverware"", ""Private gym in building"", ""Cooking basics"", ""Baby bath - always at the listing"", ""Samsung Bluetooth sound system"", ""Laundromat nearby"", ""Wifi"", ""Changing table"", ""TV"", ""Hammock"", ""Shower gel"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Bikes"", ""Room-darkening shades"", ""Single level home"", ""Bed linens"", ""Microwave"", ""Induction stove"", ""Coffee"", ""Board games"", ""Shampoo"", ""Hair dryer"", ""Bidet"", ""Dishwasher"", ""Outlet covers"", ""Iron"", ""Free washer \u2013 In unit"", ""High chair""]",,7,365,7,20,365,365,8.1,365.0,,t,5,9,9,9,2024-06-25,5,1,0,2021-07-31,2024-01-29,4.8,5.0,4.6,5.0,5.0,4.6,4.6,0599 76E3 CA3E EC8B 78F6,f,1,1,0,0,0.14
50449555,https://www.airbnb.com/rooms/50449555,20240625175556,2024-06-25,city scrape,rustige fijne woning met open haard  zonnige tuin,"centrally located single-family house with sunny back garden.  At park,  playground and 200 m from indoor swimming pool, gym and 100m from public transport.  city center, restaurants, cinema,  theater and museums can be reached in 10 minutes ..A15/A16 nearby. <br />nice, centrally located place to visit Rotterdam and then to come to peace. Katendrecht, Kop van Zuid,<br />and Wilheminapier with hotel New York, Fenix Foodloods, theater Walhalla, museums and nice restaurants within 6 km. shops within walking distance.","Quiet and very centrally located, after a day in the city wonderfully coming home.",https://a0.muscache.com/pictures/bcc9a49a-7153-48fc-98c9-a3475afd7066.jpg,352667119,https://www.airbnb.com/users/show/352667119,Annemarie,2020-06-30,"Rotterdam, Netherlands","Mijn naam is Annemarie de Knegt.  Ik woon in Rotterdam met man en  hond  Mijn tweeling van 23 is sinds 4 jaar de deur uit. Ik werk als directeur van een welzijnsorganisatie.  Ik houd v sport, cultuur, koken, reizen en lange wandelingen met mijn hond.",within an hour,100%,84%,t,https://a0.muscache.com/im/pictures/user/User-352667119/original/bec85f80-727c-4098-a8df-9ceaf6a18f49.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-352667119/original/bec85f80-727c-4098-a8df-9ceaf6a18f49.jpeg?aki_policy=profile_x_medium,,2,3,"['email', 'phone', 'work_email']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Groot IJsselmonde,IJsselmonde,51.89199,4.53733,Entire home,Entire home/apt,5,1.5,1.5 baths,2,4,"[""Private patio or balcony"", ""Hot water kettle"", ""Central heating"", ""Conditioner"", ""Hot water"", ""Blender"", ""Refrigerator"", ""Private entrance"", ""Drying rack for clothing"", ""Cleaning products"", ""Ethernet connection"", ""Pocket wifi"", ""Coffee maker: espresso machine"", ""Dining table"", ""Self check-in"", ""Outdoor dining area"", ""Fire extinguisher"", ""Kitchen"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Fire pit"", ""Extra pillows and blankets"", ""Freezer"", ""Essentials"", ""Dedicated workspace"", ""Long term stays allowed"", ""Private backyard \u2013 Fully fenced"", ""Garden view"", ""Baking sheet"", ""Stainless steel gas stove"", ""Wine glasses"", ""Books and reading material"", ""Toaster"", ""Dishes and silverware"", ""Lockbox"", ""Cooking basics"", ""Barbecue utensils"", ""Wifi"", ""Shower gel"", ""Hangers"", ""Indoor fireplace: wood-burning"", ""First aid kit"", ""Free parking on premises"", ""Outdoor furniture"", ""Room-darkening shades"", ""Bed linens"", ""Courtyard view"", ""Microwave"", ""Free street parking"", ""Resort access"", ""Clothing storage: closet"", ""Coffee"", ""Board games"", ""Shampoo"", ""Hair dryer"", ""Dishwasher"", ""BBQ grill"", ""Oven"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Free washer \u2013 In unit""]",$200.00,3,30,1,3,30,30,3.0,30.0,,t,2,4,8,71,2024-06-25,29,14,1,2021-07-11,2024-06-02,4.79,4.83,4.34,4.72,4.83,4.76,4.66,0599E4ED1D2E17834E7D,f,2,2,0,0,0.80
50495155,https://www.airbnb.com/rooms/50495155,20240625175556,2024-06-25,previous scrape,Beautiful apartment Rotterdam,"Beautiful romantic apartment in the heart of Rotterdam, just a 10-minute walk from Rotterdam Central Station, next to a supermarket, close to parks and shops in a very nice quiet neighborhood with lots of trees.<br />The apartment is 80m2, has a nice living room, kitchen, recently renovated bathroom, a spacious bedroom and another room that can serve as an office or second bedroom. There is a twin bed and a sofa bed that can be used as a double bed or sofa. We have three bicycles that can be used.",,https://a0.muscache.com/pictures/miso/Hosting-50495155/original/9068869f-fc33-47e5-a0f5-7dd818791dd5.jpeg,143541180,https://www.airbnb.com/users/show/143541180,Jasmijn,2017-07-31,"The Hague, Netherlands","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/35791489-4712-41b2-a932-22b5c05a4cab.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/35791489-4712-41b2-a932-22b5c05a4cab.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Blijdorp,Noord,51.93075,4.4629,Entire condo,Entire home/apt,4,,1.5 baths,2,,"[""Private patio or balcony"", ""Paid street parking off premises"", ""Central heating"", ""Hot water"", ""Private entrance"", ""Refrigerator"", ""Drying rack for clothing"", ""Cleaning products"", ""Sound system"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Body soap"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Freezer"", ""Essentials"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Wine glasses"", ""Books and reading material"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""Shower gel"", ""Hangers"", ""Bikes"", ""Bed linens"", ""Microwave"", ""Stove"", ""Clothing storage: closet"", ""Coffee"", ""Shampoo"", ""Dishwasher"", ""Oven"", ""Iron"", ""Free washer \u2013 In unit""]",,10,365,10,10,365,365,10.0,365.0,,t,0,0,0,0,2024-06-25,8,3,0,2021-08-14,2024-01-08,4.63,4.88,4.5,5.0,5.0,5.0,4.5,0599 41CC 29C2 2AAE 9F17,t,1,1,0,0,0.23
50497434,https://www.airbnb.com/rooms/50497434,20240625175556,2024-06-25,city scrape,Lovely 2 bedroom appartement in Rotterdam city center,"Excellent central location with many great restaurants, cafes and shops right at your doorstep!",,https://a0.muscache.com/pictures/6b19d8cf-002c-480c-a7f9-6f91873dcb9a.jpg,204684680,https://www.airbnb.com/users/show/204684680,Jori,2018-07-24,"Elsloo, Netherlands","",within a few hours,100%,80%,f,https://a0.muscache.com/im/pictures/user/User-204684680/original/5b665197-71f3-4da5-bae1-fabdf106252d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-204684680/original/5b665197-71f3-4da5-bae1-fabdf106252d.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Stadsdriehoek,Rotterdam Centrum,51.92163,4.49223,Entire condo,Entire home/apt,4,1.0,1 bath,2,3,"[""Private patio or balcony"", ""Baby bath"", ""Hot water kettle"", ""Central heating"", ""Paid street parking off premises"", ""Hot water"", ""Refrigerator"", ""Coffee maker: Nespresso"", ""Drying rack for clothing"", ""Cleaning products"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Game console"", ""Carbon monoxide alarm"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Freezer"", ""Essentials"", ""Fast wifi \u2013 50 Mbps"", ""Long term stays allowed"", ""Stainless steel gas stove"", ""Wine glasses"", ""Books and reading material"", ""Dishes and silverware"", ""Cooking basics"", ""Host greets you"", ""Changing table"", ""Hangers"", ""HDTV with Chromecast"", ""First aid kit"", ""Bed linens"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Microwave"", ""Clothing storage: closet"", ""Hair dryer"", ""Dishwasher"", ""Iron"", ""Free washer \u2013 In unit""]",$155.00,7,10,7,7,10,10,7.0,10.0,,t,12,27,48,76,2024-06-25,3,1,1,2022-04-20,2024-06-09,4.67,5.0,5.0,5.0,5.0,5.0,5.0,0599 96F9 A093 E7D3 7F63,f,1,1,0,0,0.11
50512889,https://www.airbnb.com/rooms/50512889,20240625175556,2024-06-25,city scrape,TJ - Beautiful Styled Apartment w/ Garden,"A beautifully designed apartment located in the coveted location of Rotterdam. Nestled in the centre of the upcoming neighborhood. The apartment is within minutes reach to the most popular cafes, bars and restaurants. <br /><br />When you get back from the city, the garden is the place you need to go to to relax.<br /><br />Central Station is a 15 min walk and Rotterdam / The Hague airport is a 15 min drive by car.<br />Parties and loud music are not allowed.",,https://a0.muscache.com/pictures/a913c260-924f-4a7f-9d33-92bdb005ea59.jpg,84598160,https://www.airbnb.com/users/show/84598160,Thico,2016-07-18,"Bali, Indonesia","A young Dutch adult based between Bali and Rotterdam with entrepreneurial interests and enthusiasm for music, surfing, basketball, reading and travelling. ",within a few hours,100%,54%,f,https://a0.muscache.com/im/pictures/user/2f4b488e-3c44-466d-9f90-e877f992b50a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2f4b488e-3c44-466d-9f90-e877f992b50a.jpg?aki_policy=profile_x_medium,,6,7,"['email', 'phone']",t,t,,Oude Noorden,Noord,51.9322,4.48133,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1,1,"[""Private patio or balcony"", ""Hot water kettle"", ""Central heating"", ""Hot water"", ""Stainless steel oven"", ""Refrigerator"", ""Private entrance"", ""Drying rack for clothing"", ""Cleaning products"", ""Dining table"", ""Mini fridge"", ""Self check-in"", ""Trash compactor"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Kitchen"", ""Body soap"", ""Clothing storage: walk-in closet"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Freezer"", ""Essentials"", ""Dedicated workspace"", ""Long term stays allowed"", ""Private backyard \u2013 Fully fenced"", ""Garden view"", ""Baking sheet"", ""Wine glasses"", ""Books and reading material"", ""Dishes and silverware"", ""Lockbox"", ""Cooking basics"", ""Free washer \u2013 In building"", ""Wifi"", ""Shower gel"", ""Hangers"", ""HDTV with Chromecast"", ""First aid kit"", ""Outdoor furniture"", ""Sound system with Bluetooth and aux"", ""Safe"", ""Bed linens"", ""Microwave"", ""Induction stove"", ""Coffee"", ""Shampoo"", ""Dishwasher"", ""Iron""]",$110.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,19,49,139,2024-06-25,12,1,0,2021-07-19,2024-01-26,4.92,4.92,4.92,5.0,4.92,4.92,4.83,0599 1EAA 2E7B FFB5 6C5D,f,4,4,0,0,0.34
50532136,https://www.airbnb.com/rooms/50532136,20240625175556,2024-06-25,city scrape,quiet 1930's apartment with lovely garden,"30s little house with a lush 60m2 garden at Blijdorp area, you can spend a quiet time after exploring the buzzing city of Rotterdam. <br /><br />we reconstructed our apartment to give it a complete 30s feel, restoring original details back to their former splendour, whilst adding a touch of luxury, comfortable in modern times. <br /><br />a ten minute walking distance to Rotterdam central station, makes the location perfect for journeys to the Hague or Amsterdam as well.<br /><br />great for one or two people.",,https://a0.muscache.com/pictures/miso/Hosting-50532136/original/a15d0fe7-aba9-474c-abd6-da46f88916d3.jpeg,228103236,https://www.airbnb.com/users/show/228103236,G.,2018-11-28,,"",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/35dfd161-6879-4a62-aa83-a5d99c23d15b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/35dfd161-6879-4a62-aa83-a5d99c23d15b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bergpolder,Noord,51.93495,4.46529,Entire loft,Entire home/apt,2,1.0,1 bath,1,2,"[""Private patio or balcony"", ""Hot water kettle"", ""Central heating"", ""Hot water"", ""Private entrance"", ""Refrigerator"", ""Coffee maker: Nespresso"", ""Cleaning products"", ""Dining table"", ""Fire extinguisher"", ""Laundromat nearby"", ""Kitchen"", ""Body soap"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Freezer"", ""Essentials"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Books and reading material"", ""Paid parking off premises"", ""Toaster"", ""Dishes and silverware"", ""Cooking basics"", ""Host greets you"", ""Wifi"", ""Shower gel"", ""Hangers"", ""Outdoor furniture"", ""Room-darkening shades"", ""Waterfront"", ""Single level home"", ""Bed linens"", ""Clothing storage: closet and wardrobe"", ""Stove"", ""Coffee"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Private backyard \u2013 Not fully fenced"", ""Pets allowed"", ""Iron""]",$80.00,1,7,1,1,7,7,1.0,7.0,,t,0,0,0,262,2024-06-25,38,26,3,2021-07-12,2024-06-21,5.0,5.0,5.0,5.0,5.0,4.97,4.95,0599 5EC3 F9AC 8A72 3D33,f,1,1,0,0,1.06
50553179,https://www.airbnb.com/rooms/50553179,20240625175556,2024-06-25,city scrape,Heerlijke dubbele kamer op uitstekende locatie,"Lovely double room near the center of the city and right in the middle of the highly sought-after Kralingen. The space gives a very pleasant atmosphere to unwind due to authentic features and decor.<br />Don't expect a 5-star hotel, but a place that can surprise in a different way. My dealings are loose, respectful, and I like to think along.","Double room is located in the authentic heart of old Kralingen with lots of greenery, picturesque spots and all necessary amenities within easy reach.",https://a0.muscache.com/pictures/02f1c085-49b3-4ded-b493-39fe62f02a86.jpg,220877398,https://www.airbnb.com/users/show/220877398,Renè,2018-10-16,Netherlands,"Ik ben René, voormalig journalist. Ik werk nu als autonoom schrijver. Ik ben dol op wandelen,  literatuur, voetbal, stad en natuur. Ik deel graag mijn kennis en geef van harte (specifieke) aanbevelingen over de stad. Ik doe soms een tour door de stad waarin ik verhalen achter mensen en gebouwen vertel  Als gast kun je me leren kennen als ruimdenkend , contactvol en enthousiasmerend. Dit hangt uiteraard ook af van de klik en jullie eigen wensen.",within an hour,100%,92%,f,https://a0.muscache.com/im/pictures/user/331e07af-d0cf-4112-9dad-e893be9b173f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/331e07af-d0cf-4112-9dad-e893be9b173f.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Kralingen Oost,Kralingen-Crooswijk,51.92132,4.51471,Private room in condo,Private room,2,2.0,2 shared baths,1,0,"[""Washer"", ""Hot water"", ""Refrigerator"", ""Drying rack for clothing"", ""Cleaning products"", ""Fire extinguisher"", ""Kitchen"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Essentials"", ""Dedicated workspace"", ""Long term stays allowed"", ""Wine glasses"", ""Books and reading material"", ""Outdoor shower"", ""Toaster"", ""Dishes and silverware"", ""Cooking basics"", ""Host greets you"", ""Bathtub"", ""Wifi"", ""TV"", ""Hangers"", ""First aid kit"", ""Bed linens"", ""Clothing storage: closet and wardrobe"", ""Microwave"", ""Stove"", ""Board games"", ""Shampoo"", ""Hair dryer"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Oven"", ""Iron"", ""Heating""]",$72.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,5,35,36,211,2024-06-25,59,31,0,2022-05-28,2024-05-20,4.56,4.66,3.85,4.98,4.9,4.8,4.56,0599 48FF D948 3C3F 1E39,f,1,0,1,0,2.33
